


X;Y;Z
-0.00259097;-0.000316868;2.86392
-0.00258374;-0.000335106;2.86587
-0.00262062;-0.000333602;2.86598
-0.00263064;-0.000354418;2.86327
-0.00261545;-0.000353765;2.86546
-0.00263064;-0.000354418;2.86327
-0.00262928;-0.000356932;2.86311
-0.00263036;-0.000334547;2.86341
-0.00260666;-0.000334965;2.86452
-0.00262964;-0.000334887;2.86306
-0.00264781;-0.000335083;2.86115
-0.00263692;-0.000336135;2.86415
-0.00258971;-0.000354149;2.86669
-0.00259259;-0.00035368;2.867
-0.00259213;-0.000314053;2.86731
-0.0026335;-0.000353982;2.86357
-0.00261515;-0.000333961;2.86558
-0.00263064;-0.000354418;2.86327
-0.00260199;-0.000335487;2.86382
-0.00260666;-0.000334965;2.86452
-0.00265365;-0.00033087;2.86187
-0.00260666;-0.000334965;2.86452
-0.00261688;-0.000376139;2.86552
-0.0025866;-0.000334635;2.8662
-0.00260952;-0.00033452;2.86484
-0.00259705;-0.000375613;2.86747
-0.00262487;-0.000335257;2.86253
-0.00260952;-0.00033452;2.86484
-0.00258374;-0.000335106;2.86587
-0.00260952;-0.00033452;2.86484
-0.00259497;-0.000332425;2.86418



X;Y;Z
0.602512;-0.389864;2.82792
0.602723;-0.390024;2.82874
0.603687;-0.390509;2.83282
0.603114;-0.390246;2.8305
0.601975;-0.389513;2.82521
0.601757;-0.389403;2.82437
0.603232;-0.390356;2.8313
0.600553;-0.388665;2.81894
0.603702;-0.39057;2.83282
0.601333;-0.389152;2.82255
0.602196;-0.389643;2.82639
0.602295;-0.389809;2.82674
0.600672;-0.388732;2.81955
0.601914;-0.389451;2.82493
0.601827;-0.389457;2.82461
0.600394;-0.388507;2.81782
0.600666;-0.388723;2.81941
0.602071;-0.389581;2.82626
0.600795;-0.388769;2.81974
0.603059;-0.39024;2.8307
0.601922;-0.389481;2.82538
0.602069;-0.38957;2.82557
0.601207;-0.389045;2.8219
0.602816;-0.390001;2.82914
0.601278;-0.389136;2.82213
0.602869;-0.390026;2.82932
0.603362;-0.390277;2.8318
0.603398;-0.390517;2.83279
0.600826;-0.388782;2.81989
0.601751;-0.389323;2.82421
0.603137;-0.390215;2.83025
0.604283;-0.390999;2.83654
0.600875;-0.388885;2.8202
0.602869;-0.390105;2.82918
0.602608;-0.389958;2.82875
0.602094;-0.389593;2.82587
0.601313;-0.389147;2.82235
0.602838;-0.390079;2.82946
0.601091;-0.389027;2.82131
0.602136;-0.389705;2.82625
0.602588;-0.390052;2.82866
0.603126;-0.390329;2.83066
0.60019;-0.388355;2.81691
0.601462;-0.389298;2.82307
0.603124;-0.390324;2.83079
0.602396;-0.390013;2.82778
0.60328;-0.390344;2.83145
0.604053;-0.390894;2.83482
0.602108;-0.3897;2.82577
0.602642;-0.390003;2.82811
0.602249;-0.389826;2.82671
0.603719;-0.390727;2.83344
0.603727;-0.390735;2.83331
0.603442;-0.390486;2.83203
0.60439;-0.391248;2.83676
0.604017;-0.390966;2.83486
0.602626;-0.390044;2.82813
0.602487;-0.38998;2.82782
0.60267;-0.390011;2.82816
0.602064;-0.389606;2.82536
0.603969;-0.390931;2.83464
0.602791;-0.390141;2.82916
0.602969;-0.39028;2.83031
0.604702;-0.391369;2.83877
0.601484;-0.389298;2.82332
0.602968;-0.390274;2.83089
0.602167;-0.389727;2.82627
0.603059;-0.390322;2.8303
0.603566;-0.390613;2.83328
0.600806;-0.388798;2.81959
0.603432;-0.390576;2.83286
0.602355;-0.389959;2.82761
0.60236;-0.389908;2.82739
0.601216;-0.389193;2.82192
0.600651;-0.388857;2.81969
0.601538;-0.389348;2.82366
0.602191;-0.38972;2.82718
0.604251;-0.39113;2.83608
0.60221;-0.389828;2.82689
0.601986;-0.389647;2.82555
0.605122;-0.391723;2.83997
0.602601;-0.390033;2.82836
0.603418;-0.390615;2.83201
0.604147;-0.391093;2.83602
0.602101;-0.389687;2.82613
0.603862;-0.39087;2.834
0.602049;-0.389676;2.82576
0.602875;-0.390197;2.82935
0.606448;-0.392644;2.84653
0.603434;-0.390671;2.83244
0.601316;-0.389194;2.82246
0.604956;-0.391587;2.83923
0.605449;-0.39196;2.84206
0.605125;-0.391655;2.84038
0.603303;-0.390454;2.83233
0.602611;-0.390066;2.82839
0.604412;-0.391254;2.83648
0.60401;-0.390891;2.83515
0.605056;-0.391787;2.84047
0.604943;-0.391618;2.83915



X;Y;Z
0.630369;0.330307;2.86242
0.626926;0.328589;2.84594
0.630552;0.330431;2.86324
0.631199;0.330891;2.86578
0.630295;0.330302;2.86216
0.630943;0.330643;2.86518
0.629447;0.329797;2.85811
0.630685;0.330449;2.86387
0.627517;0.32884;2.84939
0.628581;0.329339;2.85399
0.630204;0.330254;2.86176
0.629595;0.329885;2.85892
0.629229;0.329759;2.85634
0.628078;0.329059;2.85184
0.630105;0.330191;2.86121
0.629625;0.329977;2.85915
0.628778;0.32946;2.85511
0.630259;0.330282;2.86189
0.628946;0.329589;2.85497
0.6303;0.330279;2.86199
0.631041;0.330651;2.86578
0.630378;0.330265;2.86226
0.627048;0.328468;2.84704
0.628209;0.32922;2.85179
0.628426;0.329194;2.85329
0.628057;0.329101;2.85183
0.62951;0.329797;2.85846
0.629521;0.329809;2.85844
0.630053;0.330104;2.86142
0.630621;0.330347;2.86322
0.62885;0.329522;2.85543
0.630907;0.330553;2.86524
0.630062;0.330174;2.86121
0.626955;0.3284;2.84663
0.632026;0.331156;2.8701
0.630429;0.330225;2.86249
0.628975;0.329454;2.85606
0.630122;0.330079;2.86139
0.630181;0.330133;2.86171
0.629997;0.330028;2.86096
0.630059;0.330082;2.86125
0.629195;0.329617;2.85725
0.626651;0.328297;2.84464
0.629067;0.329524;2.85648
0.627974;0.328879;2.85097
0.629123;0.329541;2.85663
0.630842;0.330509;2.86508
0.630765;0.330483;2.86453
0.630507;0.330309;2.86319
0.630706;0.330436;2.86446
0.627995;0.328893;2.85125
0.627995;0.328893;2.85125
0.629065;0.329467;2.85619
0.62819;0.328955;2.85214
0.629611;0.329753;2.85866
0.630761;0.330337;2.86368
0.62826;0.329112;2.85176
0.630074;0.330088;2.86114
0.627051;0.328366;2.84708
0.629942;0.330019;2.86071
0.630414;0.330262;2.86314
0.62907;0.329562;2.85677
0.629597;0.329798;2.85917
0.632129;0.331204;2.8707
0.630531;0.330268;2.86341
0.629697;0.329854;2.85931
0.628603;0.329212;2.854
0.627711;0.328779;2.85025
0.628697;0.329298;2.85472
0.631973;0.331076;2.87
0.625897;0.327782;2.84185
0.631208;0.330642;2.86626
0.630694;0.330402;2.86453
0.631927;0.331125;2.87019
0.630609;0.330413;2.86441
0.631471;0.330855;2.86821
0.629328;0.329756;2.85799
0.630449;0.330294;2.86341
0.630099;0.330101;2.86142
0.628766;0.329327;2.85532
0.631486;0.330851;2.86783
0.628145;0.328987;2.8524
0.632004;0.331106;2.87024
0.630067;0.330066;2.86129
0.630258;0.330203;2.86244
0.62997;0.330074;2.86115
0.629761;0.329886;2.8601
0.62993;0.330006;2.86077
0.629003;0.329484;2.85647
0.630119;0.330083;2.86162
0.630027;0.330048;2.86131
0.63016;0.330092;2.86171
0.629987;0.330038;2.86122
0.629227;0.329542;2.85741
0.631181;0.330713;2.86682
0.630934;0.330468;2.8653
0.630088;0.330022;2.86148
0.628991;0.329404;2.85634
0.628736;0.32928;2.85509
0.630617;0.330346;2.86388



X;Y;Z
-0.60753;0.385964;2.8445
-0.607439;0.385903;2.84386
-0.608117;0.386345;2.84733
-0.607323;0.38582;2.84342
-0.606736;0.385486;2.84077
-0.608781;0.386757;2.85036
-0.608637;0.38663;2.84957
-0.608243;0.386381;2.84772
-0.60717;0.385755;2.84264
-0.608575;0.386565;2.8494
-0.605965;0.384959;2.83705
-0.607251;0.385731;2.84309
-0.606787;0.385513;2.84102
-0.606255;0.385172;2.83851
-0.607199;0.385726;2.84275
-0.606686;0.385375;2.84046
-0.607506;0.385924;2.84422
-0.607544;0.385939;2.84447
-0.606081;0.385076;2.83781
-0.60663;0.385346;2.8401
-0.606521;0.385358;2.83987
-0.605744;0.38482;2.83621
-0.607414;0.385878;2.84388
-0.60696;0.385588;2.84173
-0.606566;0.385396;2.84001
-0.606135;0.385098;2.83796
-0.606798;0.38554;2.84107
-0.607509;0.385948;2.84441
-0.607036;0.385625;2.842
-0.607544;0.385939;2.84447
-0.607372;0.385865;2.84377
-0.606907;0.385566;2.84158
-0.606698;0.385447;2.8407
-0.60696;0.385588;2.84173
-0.606969;0.38566;2.84181
-0.606081;0.385076;2.83781
-0.606915;0.385591;2.84162
-0.606761;0.385495;2.84091
-0.607564;0.386027;2.84467
-0.606424;0.385256;2.83913
-0.607836;0.386082;2.84566
-0.608143;0.386319;2.84729
-0.60751;0.385933;2.84414
-0.607284;0.385818;2.84327
-0.605579;0.384774;2.83525
-0.606393;0.385231;2.83909
-0.607872;0.386158;2.84593
-0.606699;0.38542;2.84051
-0.606535;0.385403;2.83975
-0.607391;0.385844;2.84377
-0.607559;0.386012;2.84455
-0.606671;0.385402;2.84037
-0.607052;0.385654;2.84208
-0.607929;0.386165;2.84629
-0.607036;0.385625;2.842
-0.607924;0.386195;2.84636
-0.607732;0.386054;2.84517
-0.607344;0.385845;2.84365
-0.608413;0.386445;2.84835
-0.607739;0.386096;2.84531
-0.608159;0.386298;2.84727
-0.60669;0.385441;2.84048
-0.606972;0.385615;2.84179
-0.607136;0.385676;2.84237
-0.606685;0.385443;2.84037
-0.607708;0.386019;2.84506
-0.607664;0.386025;2.84493
-0.607329;0.385842;2.84347
-0.607412;0.385857;2.84356
-0.606481;0.385292;2.83939
-0.607217;0.385751;2.84275
-0.607036;0.385625;2.842
-0.607646;0.386094;2.84489
-0.608867;0.386815;2.85068
-0.606685;0.385484;2.84037
-0.606616;0.385412;2.84012
-0.607036;0.385625;2.842
-0.607089;0.385683;2.84243
-0.606851;0.385562;2.84123
-0.607739;0.386096;2.84531
-0.607435;0.385913;2.84397
-0.605593;0.384736;2.83511
-0.607299;0.385814;2.84324
-0.607283;0.385824;2.84317
-0.606851;0.385562;2.84123
-0.606575;0.385392;2.84013
-0.606621;0.385409;2.84025
-0.607207;0.385788;2.84291
-0.607743;0.38612;2.84552
-0.608052;0.386253;2.84695
-0.607417;0.385882;2.84388
-0.606657;0.38538;2.84003
-0.60751;0.385933;2.84414
-0.608563;0.386587;2.84925
-0.607384;0.38582;2.84343
-0.608285;0.386383;2.84775
-0.606424;0.385256;2.83913
-0.607448;0.385851;2.84383
-0.607953;0.386218;2.84622
-0.607136;0.385676;2.84237



X;Y;Z
-0.653322;-0.325523;2.86636
-0.652672;-0.325234;2.8636
-0.652782;-0.325265;2.86416
-0.65314;-0.325378;2.86538
-0.652971;-0.325305;2.86471
-0.6532;-0.325398;2.86542
-0.653062;-0.325346;2.86494
-0.652193;-0.324902;2.86093
-0.652247;-0.324961;2.86153
-0.652506;-0.325096;2.86267
-0.653006;-0.325354;2.86517
-0.653207;-0.32545;2.86584
-0.653049;-0.325298;2.86489
-0.652521;-0.325144;2.86293
-0.652415;-0.324919;2.86156
-0.65326;-0.325399;2.86566
-0.652255;-0.324825;2.86106
-0.651606;-0.324584;2.85807
-0.651237;-0.324399;2.85693
-0.651078;-0.324274;2.85587
-0.651621;-0.324697;2.85879
-0.653038;-0.325298;2.86497
-0.651339;-0.324449;2.85739
-0.65057;-0.324109;2.8542
-0.6518;-0.324675;2.85943
-0.652763;-0.32511;2.86318
-0.651452;-0.324477;2.85772
-0.652091;-0.324801;2.8607
-0.650932;-0.324269;2.85532
-0.651776;-0.324668;2.8593
-0.650995;-0.324276;2.85598
-0.651924;-0.324774;2.85995
-0.651512;-0.324557;2.85834
-0.65179;-0.324656;2.85939
-0.652471;-0.32499;2.86207
-0.651631;-0.324643;2.85875
-0.653236;-0.325336;2.86537
-0.652039;-0.324736;2.86029
-0.651635;-0.324608;2.85841
-0.652858;-0.325151;2.8639
-0.652654;-0.325103;2.86319
-0.652834;-0.325189;2.86398
-0.653358;-0.325412;2.86582
-0.651724;-0.324666;2.85925
-0.651779;-0.324642;2.85923
-0.651597;-0.324576;2.85834
-0.651762;-0.324597;2.85879
-0.652429;-0.324928;2.86183
-0.652278;-0.324834;2.86107
-0.65017;-0.323954;2.85222
-0.65175;-0.324614;2.85871
-0.651587;-0.324581;2.85838
-0.651003;-0.32425;2.85564
-0.652744;-0.325159;2.86337
-0.653063;-0.32526;2.86479
-0.651687;-0.324614;2.85854
-0.652001;-0.324734;2.85994
-0.652235;-0.324889;2.86124
-0.652309;-0.324913;2.86138
-0.652289;-0.324941;2.86127
-0.651444;-0.3245;2.85766
-0.651246;-0.32437;2.85671
-0.651721;-0.324676;2.85887
-0.652733;-0.325135;2.86343
-0.652645;-0.325123;2.86303
-0.652625;-0.325088;2.86286
-0.651485;-0.324496;2.85783
-0.651136;-0.324396;2.85631
-0.652165;-0.324928;2.8611
-0.651934;-0.324734;2.85963
-0.65216;-0.324847;2.86072
-0.651266;-0.324405;2.85667
-0.651985;-0.324706;2.85977
-0.652253;-0.324935;2.86103
-0.651987;-0.32478;2.85996
-0.651531;-0.324558;2.85804
-0.651267;-0.324428;2.857
-0.65134;-0.324473;2.85688
-0.652352;-0.32497;2.86166
-0.65237;-0.324928;2.86165
-0.651708;-0.324568;2.85866
-0.651324;-0.324444;2.857
-0.652802;-0.325096;2.86329
-0.652654;-0.325128;2.86307
-0.652044;-0.324766;2.86021
-0.651554;-0.324548;2.85824
-0.65205;-0.324767;2.86022
-0.651955;-0.324712;2.85973
-0.651861;-0.324735;2.8594
-0.65231;-0.324897;2.86138
-0.65121;-0.324339;2.85645
-0.65268;-0.325098;2.86274
-0.652067;-0.324806;2.86041
-0.651679;-0.324603;2.8586
-0.652652;-0.325055;2.86269
-0.652075;-0.324763;2.86026
-0.651329;-0.324489;2.85733
-0.651976;-0.324699;2.85982
-0.652097;-0.32482;2.86038
-0.651925;-0.324712;2.85958
